Date,Year,Month,State,UnemploymentRate,LaborForce,Employment_LAUS
2017-05-01,2017,5,Indiana,3.4,3329948.0,3215339.0
2017-05-01,2017,5,Iowa,3.1,1693382.0,1640676.0
2017-05-01,2017,5,Kansas,3.7,1492460.0,1437808.0
2017-05-01,2017,5,Kentucky,4.9,2049041.0,1948682.0
2017-05-01,2017,5,Louisiana,5.2,2103007.0,1993110.0
2017-05-01,2017,5,Maine,3.4,703173.0,678964.0
2017-05-01,2017,5,Maryland,4.0,3248722.0,3119279.0
2017-05-01,2017,5,Massachusetts,3.9,3723697.0,3580096.0
2017-05-01,2017,5,Michigan,4.3,4900103.0,4688750.0
2017-05-01,2017,5,Minnesota,3.5,3066694.0,2959582.0
2017-05-01,2017,5,Mississippi,5.3,1273642.0,1206262.0
2017-05-01,2017,5,Missouri,3.8,3052612.0,2937285.0
2017-05-01,2017,5,Montana,4.1,529560.0,508076.0
2017-05-01,2017,5,Nebraska,2.9,1020874.0,991412.0
2017-05-01,2017,5,Nevada,5.0,1441113.0,1368464.0
2017-05-01,2017,5,New Hampshire,2.8,758267.0,737245.0
2017-05-01,2017,5,New Jersey,4.4,4619842.0,4415756.0
2017-05-01,2017,5,New Mexico,6.3,948424.0,888585.0
2017-05-01,2017,5,New York,4.6,9849999.0,9394766.0
2017-05-01,2017,5,North Carolina,4.5,4849701.0,4630715.0
2017-05-01,2017,5,North Dakota,2.5,415392.0,404960.0
2017-05-01,2017,5,Ohio,5.0,5819388.0,5529534.0
2017-05-01,2017,5,Oklahoma,4.0,1817808.0,1744418.0
2017-05-01,2017,5,Oregon,4.0,2077500.0,1995181.0
2017-05-01,2017,5,Pennsylvania,5.0,6505377.0,6182574.0
2017-05-01,2017,5,Rhode Island,4.4,568262.0,543251.0
2017-05-01,2017,5,South Carolina,4.1,2264136.0,2170546.0
2017-05-01,2017,5,South Dakota,3.0,455672.0,442048.0
2017-05-01,2017,5,Tennessee,3.7,3180235.0,3061581.0
2017-05-01,2017,5,Texas,4.4,13460096.0,12863746.0
2017-05-01,2017,5,Utah,3.2,1553118.0,1503951.0
2017-05-01,2017,5,Vermont,2.9,354489.0,344045.0
2017-05-01,2017,5,Virginia,3.7,4327413.0,4169284.0
2017-05-01,2017,5,Washington,4.6,3729206.0,3557230.0
2017-05-01,2017,5,West Virginia,5.0,781625.0,742274.0
2017-05-01,2017,5,Wisconsin,3.3,3143102.0,3040700.0
2017-05-01,2017,5,Wyoming,4.2,294322.0,281873.0
2017-06-01,2017,6,Alabama,4.5,2206537.0,2108321.0
2017-06-01,2017,6,Alaska,6.6,360869.0,337008.0
2017-06-01,2017,6,Arizona,4.9,3242821.0,3083975.0
2017-06-01,2017,6,Arkansas,3.7,1342321.0,1293030.0
2017-06-01,2017,6,California,4.8,19224877.0,18293785.0
2017-06-01,2017,6,Colorado,2.5,2967284.0,2893572.0
2017-06-01,2017,6,Connecticut,4.4,1923005.0,1838360.0
2017-06-01,2017,6,Delaware,4.4,475670.0,454660.0
2017-06-01,2017,6,District of Columbia,6.2,394337.0,370054.0
2017-06-01,2017,6,Florida,4.2,9984533.0,9560694.0
2017-06-01,2017,6,Georgia,4.8,5097171.0,4853632.0
2017-06-01,2017,6,Hawaii,2.2,698244.0,682535.0
2017-06-01,2017,6,Idaho,3.1,839209.0,813194.0
2017-06-01,2017,6,Illinois,4.9,6553254.0,6229491.0
2017-06-01,2017,6,Indiana,3.5,3333471.0,3218268.0
2017-06-01,2017,6,Iowa,3.1,1694172.0,1641771.0
2017-06-01,2017,6,Kansas,3.6,1493099.0,1438671.0
2017-06-01,2017,6,Kentucky,4.8,2049761.0,1950407.0
2017-06-01,2017,6,Louisiana,5.1,2102287.0,1995366.0
2017-06-01,2017,6,Maine,3.4,703298.0,679084.0
2017-06-01,2017,6,Maryland,4.0,3252987.0,3123798.0
2017-06-01,2017,6,Massachusetts,3.8,3729001.0,3585629.0
2017-06-01,2017,6,Michigan,4.4,4905778.0,4692146.0
2017-06-01,2017,6,Minnesota,3.4,3069405.0,2963535.0
2017-06-01,2017,6,Mississippi,5.2,1273361.0,1206719.0
2017-06-01,2017,6,Missouri,3.7,3052823.0,2939559.0
2017-06-01,2017,6,Montana,4.1,530094.0,508607.0
2017-06-01,2017,6,Nebraska,2.9,1022133.0,992635.0
2017-06-01,2017,6,Nevada,5.0,1445370.0,1373295.0
2017-06-01,2017,6,New Hampshire,2.7,758505.0,737657.0
2017-06-01,2017,6,New Jersey,4.5,4622054.0,4415854.0
2017-06-01,2017,6,New Mexico,6.2,947781.0,889353.0
2017-06-01,2017,6,New York,4.6,9861994.0,9403710.0
2017-06-01,2017,6,North Carolina,4.5,4859225.0,4641518.0
2017-06-01,2017,6,North Dakota,2.5,415098.0,404830.0
2017-06-01,2017,6,Ohio,5.0,5825444.0,5536790.0
2017-06-01,2017,6,Oklahoma,4.0,1821622.0,1748771.0
2017-06-01,2017,6,Oregon,4.0,2082582.0,1999099.0
2017-06-01,2017,6,Pennsylvania,4.9,6500140.0,6180513.0
2017-06-01,2017,6,Rhode Island,4.4,568429.0,543455.0
2017-06-01,2017,6,South Carolina,4.1,2266113.0,2172533.0
2017-06-01,2017,6,South Dakota,3.0,456278.0,442609.0
2017-06-01,2017,6,Tennessee,3.6,3186200.0,3072205.0
2017-06-01,2017,6,Texas,4.3,13475092.0,12893147.0
2017-06-01,2017,6,Utah,3.2,1556664.0,1507489.0
2017-06-01,2017,6,Vermont,2.9,354500.0,344240.0
2017-06-01,2017,6,Virginia,3.6,4331491.0,4176630.0
2017-06-01,2017,6,Washington,4.6,3738541.0,3566177.0
2017-06-01,2017,6,West Virginia,5.1,782674.0,743092.0
2017-06-01,2017,6,Wisconsin,3.2,3146203.0,3043966.0
2017-06-01,2017,6,Wyoming,4.2,294108.0,281846.0
2017-07-01,2017,7,Alabama,4.3,2206860.0,2111685.0
2017-07-01,2017,7,Alaska,6.6,360488.0,336591.0
2017-07-01,2017,7,Arizona,4.9,3247695.0,3090117.0
2017-07-01,2017,7,Arkansas,3.7,1343174.0,1293485.0
2017-07-01,2017,7,California,4.8,19237228.0,18313576.0
2017-07-01,2017,7,Colorado,2.6,2977132.0,2900220.0
2017-07-01,2017,7,Connecticut,4.4,1919727.0,1835685.0
2017-07-01,2017,7,Delaware,4.4,476462.0,455590.0
2017-07-01,2017,7,District of Columbia,6.1,394808.0,370594.0
2017-07-01,2017,7,Florida,4.2,9988901.0,9568480.0
2017-07-01,2017,7,Georgia,4.7,5105289.0,4864932.0
2017-07-01,2017,7,Hawaii,2.2,697091.0,682043.0
2017-07-01,2017,7,Idaho,3.1,841602.0,815586.0
2017-07-01,2017,7,Illinois,5.0,6556805.0,6231582.0
2017-07-01,2017,7,Indiana,3.5,3336419.0,3219617.0
2017-07-01,2017,7,Iowa,3.1,1694106.0,1641910.0
2017-07-01,2017,7,Kansas,3.6,1493133.0,1438974.0
2017-07-01,2017,7,Kentucky,4.8,2049813.0,1951628.0
2017-07-01,2017,7,Louisiana,5.0,2101693.0,1997221.0
2017-07-01,2017,7,Maine,3.4,703234.0,678988.0
2017-07-01,2017,7,Maryland,4.0,3256480.0,3126695.0
2017-07-01,2017,7,Massachusetts,3.8,3733434.0,3590202.0
2017-07-01,2017,7,Michigan,4.5,4912843.0,4693473.0
2017-07-01,2017,7,Minnesota,3.4,3070848.0,2966036.0
2017-07-01,2017,7,Mississippi,5.2,1272497.0,1206532.0
2017-07-01,2017,7,Missouri,3.7,3052646.0,2940614.0
2017-07-01,2017,7,Montana,4.1,530358.0,508800.0
2017-07-01,2017,7,Nebraska,2.9,1023162.0,993426.0
2017-07-01,2017,7,Nevada,4.9,1449501.0,1377764.0
2017-07-01,2017,7,New Hampshire,2.7,758542.0,737687.0
2017-07-01,2017,7,New Jersey,4.5,4622218.0,4412977.0
2017-07-01,2017,7,New Mexico,6.0,946764.0,889630.0
2017-07-01,2017,7,New York,4.7,9867628.0,9406658.0
2017-07-01,2017,7,North Carolina,4.5,4868559.0,4650878.0
2017-07-01,2017,7,North Dakota,2.5,414597.0,404333.0
2017-07-01,2017,7,Ohio,4.9,5830854.0,5542458.0
2017-07-01,2017,7,Oklahoma,4.0,1824900.0,1752323.0
2017-07-01,2017,7,Oregon,4.1,2085221.0,2000430.0
2017-07-01,2017,7,Pennsylvania,4.9,6493788.0,6176135.0
2017-07-01,2017,7,Rhode Island,4.4,568678.0,543552.0
2017-07-01,2017,7,South Carolina,4.2,2267366.0,2173205.0
2017-07-01,2017,7,South Dakota,3.0,456751.0,442992.0
2017-07-01,2017,7,Tennessee,3.5,3192239.0,3081045.0
2017-07-01,2017,7,Texas,4.2,13488447.0,12917748.0
2017-07-01,2017,7,Utah,3.2,1559600.0,1510433.0
2017-07-01,2017,7,Vermont,2.9,354485.0,344321.0
2017-07-01,2017,7,Virginia,3.5,4334243.0,4181599.0
2017-07-01,2017,7,Washington,4.6,3746010.0,3572716.0
2017-07-01,2017,7,West Virginia,5.1,783873.0,743756.0
2017-07-01,2017,7,Wisconsin,3.3,3147834.0,3045299.0
2017-07-01,2017,7,Wyoming,4.2,293939.0,281690.0
2017-08-01,2017,8,Alabama,4.2,2207126.0,2114443.0
2017-08-01,2017,8,Alaska,6.6,359970.0,336072.0
2017-08-01,2017,8,Arizona,4.8,3252175.0,3095081.0
2017-08-01,2017,8,Arkansas,3.7,1343225.0,1293085.0
2017-08-01,2017,8,California,4.8,19241455.0,18327306.0
2017-08-01,2017,8,Colorado,2.7,2985566.0,2905560.0
2017-08-01,2017,8,Connecticut,4.4,1915998.0,1832452.0
2017-08-01,2017,8,Delaware,4.3,477045.0,456304.0
2017-08-01,2017,8,District of Columbia,6.1,395026.0,370965.0
2017-08-01,2017,8,Florida,4.2,9990032.0,9572649.0
2017-08-01,2017,8,Georgia,4.6,5110944.0,4873800.0
2017-08-01,2017,8,Hawaii,2.1,695734.0,681317.0
2017-08-01,2017,8,Idaho,3.1,843971.0,817769.0
2017-08-01,2017,8,Illinois,5.0,6558898.0,6233762.0
2017-08-01,2017,8,Indiana,3.5,3338006.0,3220049.0
2017-08-01,2017,8,Iowa,3.1,1693072.0,1641271.0
2017-08-01,2017,8,Kansas,3.6,1492235.0,1438552.0
2017-08-01,2017,8,Kentucky,4.7,2049092.0,1952608.0
2017-08-01,2017,8,Louisiana,4.9,2101344.0,1998933.0
2017-08-01,2017,8,Maine,3.4,702837.0,678679.0
2017-08-01,2017,8,Maryland,4.0,3258590.0,3127632.0
2017-08-01,2017,8,Massachusetts,3.8,3736954.0,3594042.0
2017-08-01,2017,8,Michigan,4.6,4918844.0,4692802.0
2017-08-01,2017,8,Minnesota,3.4,3070821.0,2967301.0
2017-08-01,2017,8,Mississippi,5.1,1271029.0,1206016.0
2017-08-01,2017,8,Missouri,3.7,3051527.0,2940131.0
2017-08-01,2017,8,Montana,4.1,530354.0,508743.0
2017-08-01,2017,8,Nebraska,2.9,1023753.0,993730.0
2017-08-01,2017,8,Nevada,4.9,1453361.0,1381819.0
2017-08-01,2017,8,New Hampshire,2.8,758410.0,737453.0
2017-08-01,2017,8,New Jersey,4.6,4619239.0,4407512.0
2017-08-01,2017,8,New Mexico,5.9,945445.0,889544.0
2017-08-01,2017,8,New York,4.7,9865075.0,9403019.0
2017-08-01,2017,8,North Carolina,4.5,4875697.0,4657816.0
2017-08-01,2017,8,North Dakota,2.5,413993.0,403623.0
2017-08-01,2017,8,Ohio,4.9,5832815.0,5545257.0
2017-08-01,2017,8,Oklahoma,4.0,1827186.0,1754860.0
2017-08-01,2017,8,Oregon,4.1,2085667.0,1999824.0
2017-08-01,2017,8,Pennsylvania,4.9,6487659.0,6170929.0
2017-08-01,2017,8,Rhode Island,4.5,568918.0,543568.0
2017-08-01,2017,8,South Carolina,4.2,2267455.0,2172555.0
2017-08-01,2017,8,South Dakota,3.0,456969.0,443144.0
2017-08-01,2017,8,Tennessee,3.4,3197704.0,3087732.0
2017-08-01,2017,8,Texas,4.2,13500768.0,12938258.0
2017-08-01,2017,8,Utah,3.1,1561846.0,1512774.0
2017-08-01,2017,8,Vermont,2.9,354420.0,344285.0
2017-08-01,2017,8,Virginia,3.5,4335627.0,4184267.0
2017-08-01,2017,8,Washington,4.6,3751207.0,3576913.0
2017-08-01,2017,8,West Virginia,5.2,784909.0,744187.0
2017-08-01,2017,8,Wisconsin,3.3,3147461.0,3045026.0
2017-08-01,2017,8,Wyoming,4.2,293730.0,281410.0
2017-09-01,2017,9,Alabama,4.1,2207624.0,2116974.0
2017-09-01,2017,9,Alaska,6.6,359319.0,335460.0
2017-09-01,2017,9,Arizona,4.8,3256460.0,3099094.0
2017-09-01,2017,9,Arkansas,3.8,1342538.0,1292023.0
2017-09-01,2017,9,California,4.7,19237249.0,18335505.0
2017-09-01,2017,9,Colorado,2.8,2992312.0,2909938.0
2017-09-01,2017,9,Connecticut,4.3,1912320.0,1829212.0
2017-09-01,2017,9,Delaware,4.3,477373.0,456788.0
2017-09-01,2017,9,District of Columbia,6.0,395016.0,371180.0
2017-09-01,2017,9,Florida,4.1,9990253.0,9576373.0
2017-09-01,2017,9,Georgia,4.6,5113741.0,4879948.0
2017-09-01,2017,9,Hawaii,2.0,694382.0,680466.0
2017-09-01,2017,9,Idaho,3.1,846071.0,819647.0
2017-09-01,2017,9,Illinois,4.9,6558492.0,6235808.0
2017-09-01,2017,9,Indiana,3.5,3337967.0,3220211.0
2017-09-01,2017,9,Iowa,3.0,1691448.0,1640300.0
2017-09-01,2017,9,Kansas,3.6,1490502.0,1437460.0
2017-09-01,2017,9,Kentucky,4.6,2047586.0,1953321.0
2017-09-01,2017,9,Louisiana,4.8,2101001.0,2000360.0
2017-09-01,2017,9,Maine,3.4,702059.0,678193.0
2017-09-01,2017,9,Maryland,4.1,3259199.0,3126844.0
2017-09-01,2017,9,Massachusetts,3.8,3740095.0,3597776.0
2017-09-01,2017,9,Michigan,4.7,4921634.0,4690747.0
2017-09-01,2017,9,Minnesota,3.3,3069623.0,2967722.0
2017-09-01,2017,9,Mississippi,5.0,1269051.0,1205152.0
2017-09-01,2017,9,Missouri,3.6,3049359.0,2938286.0
2017-09-01,2017,9,Montana,4.1,530194.0,508565.0
2017-09-01,2017,9,Nebraska,3.0,1023897.0,993669.0
2017-09-01,2017,9,Nevada,4.9,1456885.0,1385488.0
2017-09-01,2017,9,New Hampshire,2.8,758258.0,737198.0
2017-09-01,2017,9,New Jersey,4.6,4613608.0,4400750.0
2017-09-01,2017,9,New Mexico,5.8,944028.0,889352.0
2017-09-01,2017,9,New York,4.7,9855369.0,9394183.0
2017-09-01,2017,9,North Carolina,4.5,4879411.0,4661948.0
2017-09-01,2017,9,North Dakota,2.5,413394.0,402863.0
2017-09-01,2017,9,Ohio,4.9,5829158.0,5544362.0
2017-09-01,2017,9,Oklahoma,3.9,1828537.0,1756631.0
2017-09-01,2017,9,Oregon,4.1,2084965.0,1998456.0
2017-09-01,2017,9,Pennsylvania,4.9,6482632.0,6166018.0
2017-09-01,2017,9,Rhode Island,4.5,569071.0,543502.0
2017-09-01,2017,9,South Carolina,4.2,2266486.0,2171143.0
2017-09-01,2017,9,South Dakota,3.0,456923.0,443092.0
2017-09-01,2017,9,Tennessee,3.4,3201719.0,3091822.0
2017-09-01,2017,9,Texas,4.1,13513740.0,12956752.0
2017-09-01,2017,9,Utah,3.1,1563453.0,1514568.0
2017-09-01,2017,9,Vermont,2.9,354302.0,344162.0
2017-09-01,2017,9,Virginia,3.5,4336048.0,4185403.0
2017-09-01,2017,9,Washington,4.7,3754323.0,3579485.0
2017-09-01,2017,9,West Virginia,5.2,785534.0,744304.0
2017-09-01,2017,9,Wisconsin,3.2,3145226.0,3043943.0
2017-09-01,2017,9,Wyoming,4.2,293440.0,281030.0
2017-10-01,2017,10,Alabama,4.0,2207465.0,2118356.0
2017-10-01,2017,10,Alaska,6.6,358592.0,334824.0
2017-10-01,2017,10,Arizona,4.8,3261088.0,3102961.0
2017-10-01,2017,10,Arkansas,3.8,1341423.0,1290667.0
2017-10-01,2017,10,California,4.6,19228301.0,18341328.0
2017-10-01,2017,10,Colorado,2.8,2997994.0,2913921.0
2017-10-01,2017,10,Connecticut,4.3,1909315.0,1826621.0
2017-10-01,2017,10,Delaware,4.3,477521.0,457132.0
2017-10-01,2017,10,District of Columbia,6.0,394951.0,371351.0
2017-10-01,2017,10,Florida,4.1,9992561.0,9582834.0
2017-10-01,2017,10,Georgia,4.5,5114280.0,4883904.0
2017-10-01,2017,10,Hawaii,2.0,693299.0,679660.0
2017-10-01,2017,10,Idaho,3.1,847840.0,821335.0
2017-10-01,2017,10,Illinois,4.9,6556880.0,6238406.0
2017-10-01,2017,10,Indiana,3.5,3337543.0,3221467.0
2017-10-01,2017,10,Iowa,3.0,1689899.0,1639620.0
2017-10-01,2017,10,Kansas,3.5,1488379.0,1435980.0
2017-10-01,2017,10,Kentucky,4.5,2045582.0,1953757.0
2017-10-01,2017,10,Louisiana,4.7,2100649.0,2001407.0
2017-10-01,2017,10,Maine,3.3,700989.0,677627.0
2017-10-01,2017,10,Maryland,4.1,3258782.0,3125149.0
2017-10-01,2017,10,Massachusetts,3.8,3743965.0,3602418.0
2017-10-01,2017,10,Michigan,4.7,4921385.0,4688890.0
2017-10-01,2017,10,Minnesota,3.3,3067975.0,2967904.0
2017-10-01,2017,10,Mississippi,5.0,1267802.0,1204884.0
2017-10-01,2017,10,Missouri,3.6,3046490.0,2935747.0
2017-10-01,2017,10,Montana,4.1,530057.0,508462.0
2017-10-01,2017,10,Nebraska,3.0,1023841.0,993513.0
2017-10-01,2017,10,Nevada,4.9,1460220.0,1389018.0
2017-10-01,2017,10,New Hampshire,2.8,758293.0,737199.0
2017-10-01,2017,10,New Jersey,4.6,4606841.0,4394376.0
2017-10-01,2017,10,New Mexico,5.7,942756.0,889348.0
2017-10-01,2017,10,New York,4.7,9841071.0,9382584.0
2017-10-01,2017,10,North Carolina,4.4,4879643.0,4663602.0
2017-10-01,2017,10,North Dakota,2.6,412936.0,402253.0
2017-10-01,2017,10,Ohio,4.8,5820642.0,5540886.0
2017-10-01,2017,10,Oklahoma,3.9,1829311.0,1758109.0
2017-10-01,2017,10,Oregon,4.2,2083825.0,1997077.0
2017-10-01,2017,10,Pennsylvania,4.9,6478938.0,6162427.0
2017-10-01,2017,10,Rhode Island,4.5,569153.0,543422.0
2017-10-01,2017,10,South Carolina,4.2,2264971.0,2169807.0
2017-10-01,2017,10,South Dakota,3.0,456694.0,442936.0
2017-10-01,2017,10,Tennessee,3.4,3204205.0,3093705.0
2017-10-01,2017,10,Texas,4.1,13529038.0,12975640.0
2017-10-01,2017,10,Utah,3.1,1564691.0,1516080.0
2017-10-01,2017,10,Vermont,2.9,354172.0,344034.0
2017-10-01,2017,10,Virginia,3.5,4336283.0,4186249.0
2017-10-01,2017,10,Washington,4.7,3756362.0,3581595.0
2017-10-01,2017,10,West Virginia,5.3,785741.0,744136.0
2017-10-01,2017,10,Wisconsin,3.2,3142143.0,3043013.0
2017-10-01,2017,10,Wyoming,4.3,293078.0,280618.0
2017-11-01,2017,11,Alabama,4.0,2208532.0,2120334.0
2017-11-01,2017,11,Alaska,6.6,357832.0,334203.0
2017-11-01,2017,11,Arizona,4.9,3266467.0,3107338.0
2017-11-01,2017,11,Arkansas,3.8,1340197.0,1289264.0
2017-11-01,2017,11,California,4.5,19218639.0,18346796.0
2017-11-01,2017,11,Colorado,2.8,3003144.0,2917765.0
2017-11-01,2017,11,Connecticut,4.3,1907135.0,1824891.0
2017-11-01,2017,11,Delaware,4.2,477579.0,457417.0
2017-11-01,2017,11,District of Columbia,5.9,395001.0,371569.0
2017-11-01,2017,11,Florida,4.1,9997986.0,9592692.0
2017-11-01,2017,11,Georgia,4.4,5113165.0,4886108.0
2017-11-01,2017,11,Hawaii,2.0,692653.0,679010.0
2017-11-01,2017,11,Idaho,3.1,849291.0,822893.0
2017-11-01,2017,11,Illinois,4.8,6554599.0,6241805.0
2017-11-01,2017,11,Indiana,3.4,3338026.0,3224313.0
2017-11-01,2017,11,Iowa,2.9,1688795.0,1639458.0
2017-11-01,2017,11,Kansas,3.5,1486470.0,1434554.0
2017-11-01,2017,11,Kentucky,4.4,2043535.0,1953967.0
2017-11-01,2017,11,Louisiana,4.7,2100733.0,2002322.0
2017-11-01,2017,11,Maine,3.2,699785.0,677066.0
2017-11-01,2017,11,Maryland,4.1,3257766.0,3123271.0
2017-11-01,2017,11,Massachusetts,3.8,3749313.0,3608517.0
2017-11-01,2017,11,Michigan,4.7,4919605.0,4688415.0
2017-11-01,2017,11,Minnesota,3.2,3066127.0,2967801.0
2017-11-01,2017,11,Mississippi,4.9,1266613.0,1204402.0
2017-11-01,2017,11,Missouri,3.6,3043622.0,2933328.0
2017-11-01,2017,11,Montana,4.1,529992.0,508499.0
2017-11-01,2017,11,Nebraska,3.0,1023864.0,993495.0
2017-11-01,2017,11,Nevada,4.8,1463526.0,1392574.0
2017-11-01,2017,11,New Hampshire,2.8,758611.0,737528.0
2017-11-01,2017,11,New Jersey,4.6,4599881.0,4388931.0
2017-11-01,2017,11,New Mexico,5.5,941750.0,889650.0
2017-11-01,2017,11,New York,4.6,9825046.0,9370253.0
2017-11-01,2017,11,North Carolina,4.4,4877590.0,4663855.0
2017-11-01,2017,11,North Dakota,2.6,412665.0,401840.0
2017-11-01,2017,11,Ohio,4.7,5809489.0,5535448.0
2017-11-01,2017,11,Oklahoma,3.8,1829780.0,1759464.0
2017-11-01,2017,11,Oregon,4.2,2082386.0,1995796.0
2017-11-01,2017,11,Pennsylvania,4.9,6476072.0,6160092.0
2017-11-01,2017,11,Rhode Island,4.5,569205.0,543396.0
2017-11-01,2017,11,South Carolina,4.2,2263175.0,2169220.0
2017-11-01,2017,11,South Dakota,3.0,456452.0,442795.0
2017-11-01,2017,11,Tennessee,3.5,3205969.0,3094526.0
2017-11-01,2017,11,Texas,4.1,13546877.0,12994965.0
2017-11-01,2017,11,Utah,3.1,1565804.0,1517480.0
2017-11-01,2017,11,Vermont,2.9,354051.0,343929.0
2017-11-01,2017,11,Virginia,3.4,4336807.0,4187612.0
2017-11-01,2017,11,Washington,4.6,3758494.0,3584149.0
2017-11-01,2017,11,West Virginia,5.3,785656.0,743762.0
2017-11-01,2017,11,Wisconsin,3.1,3139070.0,3042341.0
2017-11-01,2017,11,Wyoming,4.3,292689.0,280233.0
2017-12-01,2017,12,Alabama,4.0,2210701.0,2122936.0
2017-12-01,2017,12,Alaska,6.6,357103.0,333697.0
2017-12-01,2017,12,Arizona,4.9,3273052.0,3113373.0
2017-12-01,2017,12,Arkansas,3.8,1339224.0,1288255.0
2017-12-01,2017,12,California,4.5,19214570.0,18357229.0
2017-12-01,2017,12,Colorado,2.9,3008759.0,2922501.0
2017-12-01,2017,12,Connecticut,4.3,1906047.0,1824544.0
2017-12-01,2017,12,Delaware,4.2,477707.0,457840.0
2017-12-01,2017,12,District of Columbia,5.9,395250.0,371936.0
2017-12-01,2017,12,Florida,4.0,10007150.0,9607017.0
2017-12-01,2017,12,Georgia,4.4,5111412.0,4887940.0
2017-12-01,2017,12,Hawaii,2.0,692634.0,678766.0
2017-12-01,2017,12,Idaho,3.1,850626.0,824545.0
2017-12-01,2017,12,Illinois,4.7,6552397.0,6246895.0
2017-12-01,2017,12,Indiana,3.3,3341073.0,3229529.0
2017-12-01,2017,12,Iowa,2.9,1688678.0,1640345.0
2017-12-01,2017,12,Kansas,3.5,1485497.0,1433981.0
2017-12-01,2017,12,Kentucky,4.3,2042076.0,1954328.0
2017-12-01,2017,12,Louisiana,4.7,2101751.0,2003667.0
2017-12-01,2017,12,Maine,3.1,698782.0,676786.0
2017-12-01,2017,12,Maryland,4.1,3256935.0,3122568.0
2017-12-01,2017,12,Massachusetts,3.7,3757459.0,3617581.0
2017-12-01,2017,12,Michigan,4.6,4918650.0,4691040.0
2017-12-01,2017,12,Minnesota,3.2,3064718.0,2968072.0
2017-12-01,2017,12,Mississippi,4.9,1266035.0,1204242.0
2017-12-01,2017,12,Missouri,3.6,3041674.0,2932298.0
2017-12-01,2017,12,Montana,4.0,530058.0,508796.0
2017-12-01,2017,12,Nebraska,3.0,1024266.0,993978.0
2017-12-01,2017,12,Nevada,4.8,1467126.0,1396626.0
2017-12-01,2017,12,New Hampshire,2.8,759358.0,738340.0
2017-12-01,2017,12,New Jersey,4.5,4593657.0,4385709.0
2017-12-01,2017,12,New Mexico,5.4,941150.0,890480.0
2017-12-01,2017,12,New York,4.6,9810886.0,9361966.0
2017-12-01,2017,12,North Carolina,4.3,4875928.0,4665504.0
2017-12-01,2017,12,North Dakota,2.6,412576.0,401654.0
2017-12-01,2017,12,Ohio,4.6,5799019.0,5530246.0
2017-12-01,2017,12,Oklahoma,3.8,1830382.0,1761160.0
2017-12-01,2017,12,Oregon,4.1,2080849.0,1994796.0
2017-12-01,2017,12,Pennsylvania,4.9,6474865.0,6160795.0
2017-12-01,2017,12,Rhode Island,4.5,569398.0,543668.0
2017-12-01,2017,12,South Carolina,4.0,2261625.0,2170371.0
2017-12-01,2017,12,South Dakota,3.0,456396.0,442860.0
2017-12-01,2017,12,Tennessee,3.5,3208324.0,3095960.0
2017-12-01,2017,12,Texas,4.1,13568610.0,13017098.0
2017-12-01,2017,12,Utah,3.1,1567240.0,1519268.0
2017-12-01,2017,12,Vermont,2.8,354016.0,343953.0
2017-12-01,2017,12,Virginia,3.4,4338678.0,4190826.0
2017-12-01,2017,12,Washington,4.6,3762487.0,3588913.0
2017-12-01,2017,12,West Virginia,5.4,785676.0,743600.0
2017-12-01,2017,12,Wisconsin,3.0,3136815.0,3042204.0
2017-12-01,2017,12,Wyoming,4.2,292378.0,279991.0
2018-01-01,2018,1,Alabama,4.0,2214527.0,2126765.0
2018-01-01,2018,1,Alaska,6.5,356498.0,333399.0
2018-01-01,2018,1,Arizona,4.9,3281017.0,3121522.0
2018-01-01,2018,1,Arkansas,3.8,1338772.0,1287906.0
2018-01-01,2018,1,California,4.4,19222096.0,18376536.0
2018-01-01,2018,1,Colorado,2.9,3015824.0,2928961.0
2018-01-01,2018,1,Connecticut,4.2,1906315.0,1825828.0
2018-01-01,2018,1,Delaware,4.1,478139.0,458620.0
2018-01-01,2018,1,District of Columbia,5.9,395730.0,372482.0
2018-01-01,2018,1,Florida,3.9,10020689.0,9626161.0
2018-01-01,2018,1,Georgia,4.3,5110825.0,4891070.0
2018-01-01,2018,1,Hawaii,2.1,693275.0,679023.0
2018-01-01,2018,1,Idaho,3.0,852121.0,826507.0
2018-01-01,2018,1,Illinois,4.5,6550963.0,6253124.0
2018-01-01,2018,1,Indiana,3.3,3347959.0,3237478.0
2018-01-01,2018,1,Iowa,2.8,1690271.0,1642992.0
2018-01-01,2018,1,Kansas,3.4,1485942.0,1434730.0
2018-01-01,2018,1,Kentucky,4.2,2042001.0,1955398.0
2018-01-01,2018,1,Louisiana,4.7,2104108.0,2005560.0
2018-01-01,2018,1,Maine,3.1,698341.0,676986.0
2018-01-01,2018,1,Maryland,4.1,3257332.0,3124110.0
2018-01-01,2018,1,Massachusetts,3.7,3769274.0,3630409.0
2018-01-01,2018,1,Michigan,4.5,4920884.0,4697980.0
2018-01-01,2018,1,Minnesota,3.1,3064496.0,2969361.0
2018-01-01,2018,1,Mississippi,4.9,1266186.0,1204494.0
2018-01-01,2018,1,Missouri,3.5,3041374.0,2933418.0
2018-01-01,2018,1,Montana,3.9,530392.0,509456.0
2018-01-01,2018,1,Nebraska,2.9,1025277.0,995183.0
2018-01-01,2018,1,Nevada,4.7,1471357.0,1401511.0
2018-01-01,2018,1,New Hampshire,2.8,760670.0,739735.0
2018-01-01,2018,1,New Jersey,4.4,4590359.0,4386416.0
